Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Regular,FDU37,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.104421236,9.5,80.19599915,4
Regular,FDB02,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.029140009,9.694999695,176.3370056,4
Regular,FDF38,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.02633607,11.80000019,40.61380005,4
Regular,FDM50,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.030064132,13,58.02199936,4
Regular,FDE14,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.031418983,13.64999962,99.26999664,4
Regular,FDC14,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.041214745,14.5,42.04539871,4
Regular,FDY37,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.026546765,17,142.1470032,4
Regular,FDH26,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.03467086,19.25,141.8495941,4
Regular,FDW02,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.037668049,4.804999828,126.770401,4
Regular,FDA26,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.073858924,7.855000019,218.6481934,4
Regular,FDC03,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.071786709,8.574999809,193.3793945,4
Regular,FDT14,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.127620816,10.69499969,119.2440033,4
Regular,FDB04,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.063173689,11.35000038,86.18560028,4
Regular,FDW26,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.106968097,11.80000019,221.6772003,4
Regular,FDD52,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.183142349,18.25,110.3570023,4
Regular,FDV26,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.076097071,20.25,193.5794067,4
Regular,FDD41,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.087187491,6.764999866,105.5306015,4
Regular,FDY28,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.152024359,7.46999979,211.8217926,4
Regular,FDR40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.008027701,9.100000381,81.16179657,4
Regular,FDL28,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.063121982,10,231.7667999,4
Regular,FDO52,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.077100381,11.60000038,172.4105988,4
Regular,FDJ40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.049547993,13.60000038,108.6912003,4
Regular,FDI16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.135662705,14,52.06399918,4
Regular,FDF29,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.019917598,15.10000038,129.4309998,4
Regular,FDY40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.085763559,15.5,49.06919861,4
Regular,FDV28,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.159595475,16.10000038,32.85580063,4
Regular,FDW16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.041439719,17.35000038,93.78040314,4
Regular,FDR31,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.049121972,6.460000038,144.610199,4
Regular,FDQ19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.014353174,7.349999905,242.6511993,4
Regular,FDT19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.144920155,7.590000153,174.7079926,4
Regular,FDV44,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.039811272,8.364999771,191.3188019,4
Regular,FDW44,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.035121962,9.5,168.6448059,4
Regular,FDH56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.063764095,9.800000191,113.8491974,4
Regular,FDM08,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,10.10000038,225.1087952,4
Regular,FDR55,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.131973624,12.14999962,187.9871979,4
Regular,FDT55,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.043618828,13.60000038,156.7946014,4
Regular,FDC09,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.026280116,15.5,102.3331985,4
Regular,FDY56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.062359467,16.35000038,224.0061951,4
Regular,FDU20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.021439694,19.35000038,119.7098007,4
Regular,FDC57,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.054549098,20.10000038,193.7819977,4
Regular,FDP08,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.112316504,20.5,193.9477997,4
Regular,FDW03,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.024520854,5.630000114,102.8305969,4
Regular,FDS15,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.077995643,9.194999695,107.1595993,4
Regular,FDQ03,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.077949338,15,238.7247925,4
Regular,FDX03,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.061045133,15.85000038,44.7743988,4
Regular,FDL03,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.027058067,19.25,194.8110046,4
Regular,FDN33,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.12301331,6.304999828,93.24359894,4
Regular,FDU57,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.089479662,8.270000458,148.6708069,4
Regular,FDG46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.032882269,8.630000114,113.5518036,4
Regular,FDM45,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.08812134,8.654999733,119.7755966,4
Regular,FDZ57,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.037732881,10,128.2993927,4
Regular,FDO21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.009754896,11.60000038,223.0404053,4
Regular,FDW46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.070243157,13,65.74839783,4
Regular,FDN58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.056825064,13.80000019,230.9983978,4
Regular,FDL21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.007140468,15.85000038,40.84799957,4
Regular,FDS22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.023135131,16.85000038,44.84280014,4
Regular,FDL09,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.127929524,19.60000038,167.4815979,4
Regular,FDS21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.02085878,19.85000038,62.81940079,4
Low Fat,FDM39,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.053426165,6.420000076,178.7001953,4
Low Fat,FDD51,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.119852886,11.14999962,44.97439957,4
Low Fat,FDD39,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.070096515,16.70000076,217.8849945,4
Low Fat,NCC43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.092705682,7.389999866,251.906601,4
Low Fat,FDD46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.141138464,6.034999847,155.0997925,4
Low Fat,FDE47,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.037877202,14.14999962,124.0046005,4
Regular,FDF10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.156797782,15.5,148.6417999,4
Low Fat,FDO50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,16.25,90.28040314,4
Low Fat,FDY50,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.131489262,5.800000191,89.71720123,4
Low Fat,DRI39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.097457483,13.80000019,55.39300156,4
Low Fat,FDR02,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.022155562,16.70000076,109.5886002,4
Low Fat,FDT40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.096185558,5.985000134,127.1678009,4
Low Fat,NCT05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021037197,10.89500046,255.9671936,4
Low Fat,NCQ06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0419949,13,254.7014008,4
Low Fat,NCF18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.089345075,18.35000038,191.9503937,4
Low Fat,NCO55,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091408074,12.80000019,108.9937973,4
Low Fat,FDJ45,Seafood,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073709689,17.75,35.1216011,4
Low Fat,FDP34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.13778685,12.85000038,157.7630005,4
Low Fat,DRD12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077508017,6.960000038,92.31459808,4
Low Fat,DRN37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.096689671,9.600000381,168.0157928,4
Low Fat,FDV24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.103693023,5.635000229,149.9049988,4
Low Fat,FDU36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046459436,6.150000095,100.5383987,4
Low Fat,FDX23,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029812714,6.445000172,95.44360352,4
Low Fat,FDA11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043414958,7.75,93.14360046,4
Low Fat,FDG24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01469075,7.974999905,84.72499847,4
Low Fat,FDD48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030281544,10.39500046,116.3175964,4
Low Fat,FDT60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07585606,12,124.5388031,4
Low Fat,FDD36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02136022,13.30000019,120.4123993,4
Low Fat,FDY48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023831557,14,103.1332016,4
Low Fat,FDR60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.130946368,14.30000019,76.73280334,4
Low Fat,FDX60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08092244,14.35000038,80.09600067,4
Low Fat,FDQ24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073966786,15.69999981,250.572403,4
Low Fat,FDX59,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.051871717,10.19499969,35.35580063,4
Low Fat,FDV47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054428369,17.10000038,84.95659637,4
Low Fat,FDH38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.010480751,6.425000191,116.5808029,4
Low Fat,FDS13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,6.465000153,263.188385,4
Low Fat,FDT49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.152022347,7,106.6279984,4
Low Fat,FDG50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015334003,7.40500021,92.71459961,4
Low Fat,FDT25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.050957713,7.5,122.4072037,4
Low Fat,FDX13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.047977608,7.724999905,249.509201,4
Low Fat,FDK50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028478742,7.960000038,161.8894043,4
Low Fat,FDR49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.139795572,8.710000038,47.23759842,4
Low Fat,FDS49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.079668738,9,79.66439819,4
Low Fat,FDI14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.090043083,14.10000038,140.1495972,4
Low Fat,FDP25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021293908,15.19999981,218.4824066,4
Low Fat,FDA13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.078874946,15.85000038,37.45059967,4
Low Fat,FDL26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073490977,18,157.3972015,4
Low Fat,FDD50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.142219216,18.85000038,167.613205,4
Low Fat,DRI03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.022796178,6.03000021,178.1027985,4
Low Fat,FDM39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053688478,6.420000076,178.3002014,4
Low Fat,FDC39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.159843922,7.40500021,206.6295929,4
Low Fat,DRH15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.110359006,8.774999619,42.74280167,4
Low Fat,DRE15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017857848,13.35000038,77.50119781,4
Low Fat,DRG03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062239081,14.5,154.2998047,4
Low Fat,FDD39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07044068,16.70000076,216.8849945,4
Low Fat,FDC15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.178694025,18.10000038,158.9288025,4
Low Fat,FDO16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015169739,5.480000019,82.22499847,4
Low Fat,FDU52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.064030632,7.559999943,154.4629974,4
Low Fat,FDE16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026451029,8.895000458,210.395401,4
Low Fat,FDO04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026645306,16.60000038,53.56140137,4
Low Fat,FDL40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011660463,17.70000076,96.54100037,4
Low Fat,FDJ04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.124959014,18,116.5123978,4
Low Fat,FDW28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08918608,18.25,194.3451996,4
Low Fat,FDO32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.121034652,6.360000134,47.50600052,4
Low Fat,FDQ56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.106027476,6.590000153,83.99079895,4
Low Fat,FDA20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066892467,6.78000021,186.423996,4
Low Fat,FDV08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028711412,7.349999905,39.94540024,4
Low Fat,FDP56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046673495,8.18500042,48.46920013,4
Low Fat,FDD08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035498381,8.300000191,36.65060043,4
Low Fat,FDX44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043141574,9.300000191,90.41719818,4
Low Fat,FDA43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.064939208,10.89500046,194.1793976,4
Low Fat,FDY07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,11.80000019,45.24020004,4
Low Fat,FDW08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.148986012,12.10000038,106.5279999,4
Low Fat,FDM44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031176157,12.5,103.098999,4
Low Fat,FDH32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076369874,12.80000019,97.24099731,4
Low Fat,FDD33,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.108633369,12.85000038,233.8641968,4
Low Fat,FDL56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.126292989,14.10000038,88.61979675,4
Low Fat,FDB09,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057629898,16.25,123.9046021,4
Low Fat,FDT44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.103406064,16.60000038,116.4466019,4
Low Fat,FDY55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.081651472,16.75,258.3988037,4
Low Fat,FDR43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.162147343,18.20000076,37.71900177,4
Low Fat,FDB32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023548476,20.60000038,93.37779999,4
Low Fat,DRG11,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.084179811,6.385000229,109.0596008,4
Low Fat,DRI11,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034544434,8.260000229,116.0833969,4
Low Fat,DRM47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043964058,9.300000191,192.3845978,4
Low Fat,DRJ11,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.085437775,9.5,188.4871979,4
Low Fat,DRO47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.112681821,10.19499969,113.9860001,4
Low Fat,DRI23,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.137755841,18.85000038,161.8578033,4
Low Fat,NCN53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030479118,5.175000191,33.28739929,4
Low Fat,NCU17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.093261674,5.320000172,100.9673996,4
Low Fat,NCH29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,5.510000229,98.97260284,4
Low Fat,NCL17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.068055816,7.389999866,140.7812042,4
Low Fat,NCR29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05486346,7.565000057,58.39300156,4
Low Fat,NCJ17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.153177947,7.679999828,85.22239685,4
Low Fat,NCM17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.071425647,7.929999828,45.90859985,4
Low Fat,NCN05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014518575,8.234999657,182.1950073,4
Low Fat,NCR05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054853376,10.10000038,198.6083984,4
Low Fat,NCA53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009918699,11.39500046,49.40340042,4
Low Fat,NCZ17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.079755217,12.14999962,36.65060043,4
Low Fat,NCY29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077548735,13.64999962,55.0929985,4
Low Fat,NCW29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028980533,14,129.5310059,4
Low Fat,NCM53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052252907,18.75,105.7279968,4
Low Fat,NCX41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017791457,19,211.9243927,4
Low Fat,NCL05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.048092779,19.60000038,44.47700119,4
Low Fat,NCP05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,19.60000038,150.3023987,4
Low Fat,NCY53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.058719568,20,111.0543976,4
Low Fat,NCK05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077769771,20.10000038,63.05360031,4
Low Fat,NCU30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,5.110000134,164.720993,4
Low Fat,NCB31,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.119157791,6.235000134,263.7909851,4
Low Fat,NCY18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031278532,7.284999847,176.0054016,4
Low Fat,NCC43,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.093160853,7.389999866,251.3065948,4
Low Fat,NCE31,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.185596555,7.670000076,35.72159958,4
Low Fat,NCE07,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013183517,8.180000305,143.1154022,4
Low Fat,NCH43,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.070856385,8.420000076,217.4192047,4
Low Fat,NCT54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.120022543,8.694999695,94.80940247,4
Low Fat,NCU54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.099024124,8.880000114,208.5269928,4
Low Fat,NCH18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04484316,9.300000191,246.1802063,4
Low Fat,NCV06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066952966,11.30000019,192.0478058,4
Low Fat,NCG54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080131359,12.10000038,170.9105988,4
Low Fat,NCS18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042383067,12.64999962,108.0938034,4
Low Fat,NCX18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.008829806,14.14999962,196.8110046,4
Low Fat,NCZ54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.083698966,14.64999962,163.4552002,4
Low Fat,NCG18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023071503,15.30000019,101.8331985,4
Low Fat,NCP54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035292856,15.35000038,124.572998,4
Low Fat,NCR18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020571083,15.85000038,41.61119843,4
Low Fat,NCD18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.072965145,16,231.366806,4
Low Fat,NCG06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029565308,16.35000038,256.4645996,4
Low Fat,NCX30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026729068,16.70000076,248.4776001,4
Low Fat,NCH30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,17.10000038,114.685997,4
Low Fat,NCW42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.058707159,18.20000076,220.5455933,4
Low Fat,NCL18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.16826655,18.85000038,195.5135956,4
Low Fat,NCC18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.177992135,19.10000038,173.1421967,4
Low Fat,NCG42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041395776,19.20000076,129.7310028,4
Low Fat,NCZ06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094545238,19.60000038,254.7698059,4
Low Fat,NCI43,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026074491,19.85000038,48.63759995,4
Low Fat,NCI30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.059175599,20.25,245.0460052,4
Low Fat,NCN54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021413347,20.35000038,76.23280334,4
Low Fat,NCE54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,20.70000076,74.33540344,4
Low Fat,FDA39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.012769753,6.320000172,39.98220062,4
Low Fat,FDQ39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.081372268,14.80000019,191.4846039,4
Low Fat,FDX15,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.156935558,17.20000076,160.6578064,4
Low Fat,FDH19,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03322326,19.35000038,172.0738068,4
Low Fat,FDT03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.010039493,21.25,181.7608032,4
Low Fat,NCM31,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.081527382,6.09499979,140.3153992,4
Low Fat,NCK07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.048885018,10.64999962,166.1526031,4
Low Fat,NCM43,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019554704,14.5,162.4210052,4
Low Fat,NCP43,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030631322,17.75,178.5659943,4
Low Fat,NCQ43,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,17.75,108.6912003,4
Low Fat,NCN07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034082975,18.5,130.9284058,4
Low Fat,FDR58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,6.675000191,92.94619751,4
Low Fat,FDZ46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.069405302,7.485000134,112.1228027,4
Low Fat,FDD58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.059594017,7.760000229,99.66999817,4
Low Fat,FDT46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030932629,11.35000038,51.50080109,4
Low Fat,FDV09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020652361,12.10000038,149.5733948,4
Low Fat,FDH33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.122221269,12.85000038,45.94279861,4
Low Fat,FDQ10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.033314388,12.85000038,171.6421967,4
Low Fat,FDK34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,13.35000038,238.7563934,4
Low Fat,FDC47,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.119374946,15,229.3694,4
Low Fat,FDJ09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.058632705,15,46.47439957,4
Low Fat,FDP57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052657753,17.5,103.6989975,4
Low Fat,FDO34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030060895,17.70000076,166.4815979,4
Low Fat,FDZ58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052389406,17.85000038,120.9072037,4
Low Fat,FDR09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.078041218,18.25,258.4961853,4
Low Fat,FDJ22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053025372,18.75,192.5503998,4
